GEOID,C17002e1,C17002e2,C17002e3,lowmod_pct,poverty
15000US245102503031,594,15,166,71.22,high_poverty
15000US245102503032,1048,84,207,62.18,high_poverty
15000US245102504012,871,33,121,64.38,high_poverty
15000US245102504013,789,116,22,66.51,high_poverty
15000US245102504021,1212,49,550,81.31,high_poverty
15000US245102505002,8,0,0,100,high_poverty
15000US245102601012,1295,203,30,83.76,high_poverty
15000US245102601013,1053,87,0,63.98,high_poverty
15000US245102601024,1113,69,10,66.15,high_poverty
15000US245102601025,1136,25,20,27.61,low_poverty
15000US245102602011,771,13,26,47.19,low_poverty
15000US245102602013,849,143,0,41.94,low_poverty
15000US245102602021,153,35,0,71.43,high_poverty
15000US245102602032,880,138,63,46.76,low_poverty
15000US245102603014,918,269,225,91.85,high_poverty
15000US245102603024,1499,91,130,50.23,low_poverty
15000US245102603026,1413,397,115,48.4,low_poverty
15000US245102604021,1979,126,25,69.31,high_poverty
15000US245102604041,6,6,0,0,low_poverty
15000US245102605012,1281,15,41,60.14,high_poverty
15000US245102606041,506,45,121,96.34,high_poverty
15000US245102606042,256,44,24,95.06,high_poverty
15000US245102606051,1193,55,155,35.88,low_poverty
15000US245102606052,1532,301,135,65.47,high_poverty
15000US245102606055,76,0,9,33.33,low_poverty
15000US245102606056,4,4,0,50,low_poverty
15000US245102607002,1089,60,204,60.43,high_poverty
15000US245102608001,1503,125,228,75.26,high_poverty
15000US245102608002,1481,175,464,90.8,high_poverty
15000US245102610001,424,131,41,63.64,high_poverty
15000US245102610002,804,153,318,88.46,high_poverty
15000US245102701012,1004,35,302,60.85,high_poverty
15000US245102701024,1352,15,0,52.83,high_poverty
15000US245102702003,544,11,11,35.93,low_poverty
15000US245102703014,1076,84,17,50.93,low_poverty
15000US245102704014,778,0,0,38.42,low_poverty
15000US245102704022,821,18,9,34.29,low_poverty
15000US245102705014,1331,0,20,43.04,low_poverty
15000US245102706005,1000,52,39,28.57,low_poverty
15000US245102706006,376,6,22,46.6,low_poverty
15000US245102707023,791,29,177,66.24,high_poverty
15000US245102707031,585,24,39,29.51,low_poverty
15000US245102708013,1065,204,0,68.8,high_poverty
15000US245102708014,1236,166,0,40.45,low_poverty
15000US245102708051,1192,203,4,58.93,high_poverty
15000US245102708054,1065,71,41,65.41,high_poverty
15000US245102709012,1380,12,76,45.48,low_poverty
15000US245102710023,484,30,60,65.33,high_poverty
15000US245102710025,715,191,42,62.71,high_poverty
15000US245102713001,1360,108,6,16.36,low_poverty
15000US245102713003,852,0,0,3.39,low_poverty
15000US245102715031,930,16,18,21.66,low_poverty
15000US245102716002,850,31,98,67.63,high_poverty
15000US245102716005,524,71,97,92.16,high_poverty
15000US245102717002,698,72,44,80.98,high_poverty
15000US245102717003,1152,106,40,29.8,low_poverty
15000US245102718012,921,109,309,91.63,high_poverty
15000US245102718013,1501,64,91,52.79,high_poverty
15000US245102719001,890,31,0,14.91,low_poverty
15000US245102719002,388,86,0,63.21,high_poverty
15000US245102719004,552,32,121,62.81,high_poverty
15000US245102719005,1065,122,36,50.47,low_poverty
15000US245102720053,1343,84,44,59.3,high_poverty
15000US245102720071,2308,603,195,74.27,high_poverty
15000US245102720072,1317,121,66,64.1,high_poverty
15000US245102801021,239,0,17,94.44,high_poverty
15000US245102801022,634,7,43,65.84,high_poverty
15000US245102801024,1915,178,255,75.68,high_poverty
15000US245102802003,554,31,120,42.68,low_poverty
15000US245102803011,818,177,212,84.31,high_poverty
15000US245102803013,1902,264,238,80.42,high_poverty
15000US245102804013,569,1,73,58.97,high_poverty
15000US245102804033,2553,157,172,54.26,high_poverty
15000US245102805001,1007,480,363,92.07,high_poverty
15000US245102805004,329,29,188,67.27,high_poverty
15000US260010001001,645,25,14,36.84,low_poverty
15000US260019701002,1227,46,148,38.64,low_poverty
15000US260019705003,786,63,91,42.77,low_poverty
15000US260019706001,956,63,35,40.37,low_poverty
15000US260019900000,0,0,0,0,low_poverty
15000US260030001002,1667,47,79,26.27,low_poverty
15000US260050303004,1954,0,0,10.63,low_poverty
15000US260050304012,3371,91,208,19.07,low_poverty
15000US260050307021,2539,48,71,28.63,low_poverty
15000US260050307032,924,209,125,48.65,low_poverty
15000US260050307041,2811,376,318,46.26,low_poverty
15000US260050307042,2032,12,20,19.52,low_poverty
15000US260050310001,1463,21,529,57.72,high_poverty
15000US260050310002,1375,54,597,69.9,high_poverty
15000US260050310003,1439,130,434,56.53,high_poverty
15000US260050310004,1095,26,196,41.9,low_poverty
15000US260050311002,499,0,54,41.98,low_poverty
15000US260050311004,1766,76,212,39.74,low_poverty
15000US260050311006,996,59,117,31.76,low_poverty
15000US260050312003,1829,153,31,41.53,low_poverty
15000US260050313003,1262,33,35,26.92,low_poverty
15000US260050318002,1360,153,159,41.15,low_poverty
15000US260050318004,562,33,9,53.04,high_poverty
15000US260050319002,1021,162,124,45.05,low_poverty
15000US260050320002,1480,30,118,28.74,low_poverty
15000US260050320003,1337,301,137,49.14,low_poverty
15000US260050320004,966,72,121,32.91,low_poverty
15000US260050321002,2472,120,107,23.54,low_poverty
15000US260050321003,867,37,0,32.24,low_poverty
15000US260050324011,1756,271,316,54.1,high_poverty
15000US260050324021,1233,113,46,37.5,low_poverty
15000US260050324022,1504,63,74,22.19,low_poverty
15000US260050326001,1302,0,123,21.43,low_poverty
15000US260070001004,963,106,94,41.28,low_poverty
15000US260070001005,931,33,119,36.81,low_poverty
15000US260070002001,992,22,15,21.43,low_poverty
15000US260070002003,1088,104,75,38.71,low_poverty
15000US260070002004,620,4,21,33.77,low_poverty
15000US260070002005,1063,16,71,33.64,low_poverty
15000US260070003001,582,33,9,23.78,low_poverty
15000US260070004003,1079,120,244,61.54,high_poverty
15000US260070007002,1135,28,222,48.47,low_poverty
15000US260070008002,746,147,111,11.8,low_poverty
15000US260070008003,682,13,9,20.93,low_poverty
15000US260079900000,0,0,0,0,low_poverty
15000US260099601003,983,15,44,39.02,low_poverty
15000US260099603001,905,30,24,45.5,low_poverty
15000US260099603002,930,44,132,68.71,high_poverty
15000US260099604002,1163,75,138,37.11,low_poverty
15000US260099605001,1230,0,38,22.17,low_poverty
15000US260099605003,752,63,12,23.53,low_poverty
15000US260099606001,669,14,34,15.29,low_poverty
15000US260099606003,853,153,39,43.5,low_poverty
15000US260099607001,1263,55,226,48.62,low_poverty
15000US260119701001,1072,45,70,42.47,low_poverty
15000US260119701003,781,126,94,42.54,low_poverty
15000US260119703003,1287,43,128,38.64,low_poverty
15000US260119704003,991,115,81,39.13,low_poverty
15000US260119705002,1083,81,35,35.29,low_poverty
15000US260119705003,994,139,236,47.89,low_poverty
15000US260119705004,553,69,80,31.07,low_poverty
15000US260150101002,1110,60,24,34.63,low_poverty
15000US260150101004,914,110,151,58.2,high_poverty
15000US260150101005,1237,65,179,52.81,high_poverty
15000US260150103001,2105,0,162,24.03,low_poverty
15000US260150103004,2459,0,97,37.43,low_poverty
15000US260150104023,1588,12,24,24.64,low_poverty
15000US260150105002,792,23,60,26.27,low_poverty
15000US260150106002,1379,32,91,55.96,high_poverty
15000US260150106004,1093,94,0,20.44,low_poverty
15000US260150106006,837,52,0,33.54,low_poverty
15000US260150107001,763,37,7,31.13,low_poverty
15000US260150107002,1405,34,117,36.47,low_poverty
15000US260150107004,1039,117,119,44.93,low_poverty
15000US260150107005,952,10,0,9.28,low_poverty
15000US260150108002,1708,112,39,30.99,low_poverty
15000US260150113003,710,16,204,53.76,high_poverty
15000US260150113005,1593,98,215,57.19,high_poverty
15000US260150114001,1807,157,89,51.93,high_poverty
15000US260172806002,992,98,131,54.39,high_poverty
15000US260172806003,1041,230,111,37.35,low_poverty
15000US260172807002,1334,150,388,56.74,high_poverty
15000US260172808003,724,57,70,36.14,low_poverty
15000US260172809003,970,88,169,46.62,low_poverty
15000US260172810001,800,128,91,38.36,low_poverty
15000US260172810003,428,76,49,61.7,high_poverty
15000US260172810006,729,36,72,46.77,low_poverty
15000US260172851002,1306,22,78,33.57,low_poverty
15000US260172852014,1075,102,278,30.21,low_poverty
15000US260172855004,1480,0,0,14.85,low_poverty
15000US260172856002,1563,69,57,15.99,low_poverty
15000US260172857001,1600,73,203,52.64,high_poverty
15000US260172857002,871,27,10,19.46,low_poverty
15000US260172857003,1463,70,67,10.04,low_poverty
15000US260172858002,450,0,54,14.1,low_poverty
15000US260172858004,842,93,142,58.92,high_poverty
15000US260172859003,1662,203,109,36.34,low_poverty
15000US260172861001,1439,59,125,19.42,low_poverty
15000US260172861002,836,14,17,20.11,low_poverty
15000US260172863001,1661,64,178,48.36,low_poverty
15000US260172866003,992,145,82,50.8,low_poverty
15000US260172866005,615,0,24,39.38,low_poverty
15000US260179900000,0,0,0,0,low_poverty
15000US260190001001,2750,130,68,23.38,low_poverty
15000US260190001003,1689,118,232,50,low_poverty
15000US260190004002,1163,72,115,49.52,low_poverty
15000US260210004002,1105,378,289,80.4,high_poverty
15000US260210006002,1372,322,335,63.59,high_poverty
15000US260210006003,559,40,0,34.58,low_poverty
15000US260210007003,1994,78,62,22.19,low_poverty
15000US260210010001,954,23,0,32.58,low_poverty
15000US260210014003,1245,20,68,19.78,low_poverty
15000US260210016001,2689,22,4,14.75,low_poverty
15000US260210017002,921,2,39,43.24,low_poverty
15000US260210018002,1709,22,60,18.18,low_poverty
15000US260210019001,1303,73,66,48.03,low_poverty
15000US260210019002,657,50,0,33.33,low_poverty
15000US260210020003,1971,59,187,42.07,low_poverty
15000US260210022003,505,146,174,96.86,high_poverty
15000US260210023002,1502,314,605,75.46,high_poverty
15000US260210024001,792,5,58,47.54,low_poverty
15000US260210024002,871,68,17,19,low_poverty
15000US260210025002,1150,185,86,55.03,high_poverty
15000US260210101001,1358,71,116,33.81,low_poverty
15000US260210101003,800,17,175,39.38,low_poverty
15000US260210101004,939,69,57,28.21,low_poverty
15000US260210102001,727,53,0,15.98,low_poverty
15000US260210102002,936,101,26,28.21,low_poverty
15000US260210106003,2037,105,74,23.5,low_poverty
15000US260210111001,590,23,29,26.17,low_poverty
15000US260210111002,1988,77,175,41.24,low_poverty
15000US260210112004,1206,28,10,27.14,low_poverty
15000US260210113003,416,19,24,76.42,high_poverty
15000US260210113005,1000,28,35,20,low_poverty
15000US260210115002,759,32,102,24.43,low_poverty
15000US260210116002,770,15,40,23.9,low_poverty
15000US260210202004,839,79,44,32.21,low_poverty
15000US260210203002,1528,58,37,19.39,low_poverty
15000US260210204001,889,28,99,25.93,low_poverty
15000US260210205001,913,118,205,69.52,high_poverty
15000US260210206001,835,76,145,42.62,low_poverty
15000US260210206004,783,10,91,21.71,low_poverty
15000US260210207001,489,102,40,71.01,high_poverty
15000US260210209001,1047,135,40,47.47,low_poverty
15000US260210210003,937,0,171,19.55,low_poverty
15000US260210210004,1193,165,12,25.2,low_poverty
15000US260210211001,881,68,207,33.78,low_poverty
15000US260210211002,1104,71,67,36.55,low_poverty
15000US260210213002,840,200,121,65.07,high_poverty
15000US260210214003,414,3,76,29.7,low_poverty
15000US260219900000,0,0,0,0,low_poverty
15000US260239501001,1433,154,216,37.2,low_poverty
15000US260239502001,733,123,42,43.61,low_poverty
15000US260239502002,799,80,30,54.27,high_poverty
15000US260239502004,606,41,12,27.44,low_poverty
15000US260239503001,976,70,112,51.67,high_poverty
15000US260239503004,1131,94,61,40.85,low_poverty
15000US260239508004,1186,188,202,64.29,high_poverty
15000US260239509001,818,103,114,33.15,low_poverty
15000US260239509002,688,9,24,10.96,low_poverty
15000US260239511002,1219,22,119,28.3,low_poverty
15000US260239512001,746,49,171,58.45,high_poverty
15000US260239512002,1000,154,195,45.75,low_poverty
15000US260239513004,889,45,65,25.72,low_poverty
15000US260239514001,1994,80,137,42.65,low_poverty
15000US260239515001,1041,100,182,63.05,high_poverty
15000US260239515002,1162,162,182,54,high_poverty
15000US260239516003,616,18,27,30.43,low_poverty
15000US260250003001,1137,318,229,68.66,high_poverty
15000US260250005001,749,63,98,37.31,low_poverty
15000US260250006001,1812,145,829,63.95,high_poverty
15000US260250007001,1175,263,313,69.86,high_poverty
15000US260250007002,629,77,164,66.83,high_poverty
15000US260250007003,971,218,166,61.04,high_poverty
15000US260250008001,1116,73,290,38.56,low_poverty
15000US260250010001,600,169,70,65.12,high_poverty
15000US260250011003,1127,122,185,69.05,high_poverty
15000US260250013003,614,24,188,84.25,high_poverty
15000US260250014005,373,85,40,89.09,high_poverty
15000US260250015001,1467,0,0,19.72,low_poverty
15000US260250015002,1950,14,0,8.68,low_poverty
15000US260250016001,829,38,65,15.08,low_poverty
15000US260250016003,1089,0,43,17.13,low_poverty
15000US260250017002,949,51,8,10.87,low_poverty
15000US260250018005,1485,221,68,45.28,low_poverty
15000US260250019001,312,24,31,26.32,low_poverty
15000US260250020003,1295,0,98,14.35,low_poverty
15000US260250022001,613,0,10,28.08,low_poverty
15000US260250023003,1365,218,215,44.16,low_poverty
15000US260250025002,1279,34,9,36.4,low_poverty
15000US260250025004,526,0,64,33.93,low_poverty
15000US260250026001,1835,310,256,63.01,high_poverty
15000US260250027001,1652,32,95,11.84,low_poverty
15000US260250027004,1122,50,46,17.84,low_poverty
15000US260250028003,1023,42,68,18.89,low_poverty
15000US260250028004,1003,23,27,31.31,low_poverty
15000US260250029002,1065,8,137,28.43,low_poverty
15000US260250030002,1172,117,90,29.74,low_poverty
15000US260250036001,883,276,158,88.98,high_poverty
15000US260250037004,1574,82,122,31.01,low_poverty
15000US260250038002,1398,23,0,20.87,low_poverty
15000US260250039002,1134,26,36,22.22,low_poverty
15000US260250039004,1020,44,231,32.39,low_poverty
15000US260250040003,850,47,181,45.6,low_poverty
15000US260250040005,887,13,4,17.99,low_poverty
15000US260270010002,550,72,35,43.37,low_poverty
15000US260270010003,674,0,68,20.27,low_poverty
15000US260270011001,1555,257,208,57.93,high_poverty
15000US260270012001,1331,35,25,32.7,low_poverty
15000US260270015004,960,24,80,27.64,low_poverty
15000US260270016001,1079,53,115,35.48,low_poverty
15000US260270016003,712,27,165,53.8,high_poverty
15000US260270017003,1104,50,84,40.69,low_poverty
15000US260270017004,688,37,34,17.72,low_poverty
15000US260270017005,1070,112,86,40.15,low_poverty
15000US260270018003,2077,210,47,31.67,low_poverty
15000US260270019002,1494,115,21,35.42,low_poverty
15000US260270019003,1394,246,67,53.79,high_poverty
15000US260270019005,283,0,42,71.43,high_poverty
15000US260270020001,900,6,82,33.66,low_poverty
15000US260270020002,616,56,46,41.84,low_poverty
15000US260270020004,967,86,66,48.56,low_poverty
15000US260270020005,1013,51,200,46.93,low_poverty
15000US260270021002,1249,6,77,44.9,low_poverty
15000US260290001002,813,33,100,39.57,low_poverty
15000US260290004001,1807,102,30,22.25,low_poverty
15000US260290008001,1354,40,81,25.86,low_poverty
15000US260290010001,734,42,123,47.33,low_poverty
15000US260290011002,652,67,16,50.98,low_poverty
15000US260290015001,655,74,84,45.09,low_poverty
15000US260319601001,625,20,41,31.97,low_poverty
15000US260319603003,907,96,137,56.13,high_poverty
15000US260319603004,760,42,36,32.18,low_poverty
15000US260319604002,1433,86,179,42.51,low_poverty
15000US260319604003,898,25,12,39.29,low_poverty
15000US260319606001,605,30,39,32.48,low_poverty
15000US260319606002,1030,12,57,16.57,low_poverty
15000US260319608003,1665,109,189,50.15,low_poverty
15000US260319900000,0,0,0,0,low_poverty
15000US260339702002,882,75,202,35.48,low_poverty
15000US260339703002,847,132,137,60.94,high_poverty
15000US260339704001,633,96,11,44.83,low_poverty
15000US260339704002,1422,84,225,40.75,low_poverty
15000US260339705001,582,26,136,47.02,low_poverty
15000US260339705003,613,21,12,40.43,low_poverty
15000US260339706002,1433,42,40,40.17,low_poverty
15000US260339706003,1956,203,92,38.22,low_poverty
15000US260339707002,473,45,56,59.2,high_poverty
15000US260339708003,917,17,37,35.05,low_poverty
15000US260339708004,1217,7,191,27.72,low_poverty
15000US260339709001,684,97,78,72.68,high_poverty
15000US260339710001,1254,70,52,46.79,low_poverty
15000US260339710002,1883,106,115,26.6,low_poverty
15000US260339802001,0,0,0,0,low_poverty
15000US260350001001,1468,121,241,43.24,low_poverty
15000US260350002001,697,140,47,48.87,low_poverty
15000US260350004001,774,77,122,40.46,low_poverty
15000US260350004003,834,119,65,47.49,low_poverty
15000US260350005001,1393,209,141,49.8,low_poverty
15000US260350008004,1157,132,89,39.38,low_poverty
15000US260350009001,988,78,175,41.1,low_poverty
15000US260350010002,504,99,68,38.24,low_poverty
15000US260350010003,850,116,173,51.39,high_poverty
15000US260350013002,1363,148,95,53.41,high_poverty
15000US260350013003,1196,171,259,62.24,high_poverty
15000US260370101042,731,28,76,75.68,high_poverty
15000US260370101072,2300,39,72,25.89,low_poverty
15000US260370101082,2014,9,2,10.06,low_poverty
15000US260370101083,661,0,10,6.04,low_poverty
15000US260370102011,1080,24,110,34.91,low_poverty
15000US260370102032,716,88,172,46.34,low_poverty
15000US260370103003,1369,71,67,31.93,low_poverty
15000US260370104003,1313,4,68,14.6,low_poverty
15000US260370106001,1296,18,65,32.58,low_poverty
15000US260370107021,1137,54,107,60,high_poverty
15000US260370108012,966,32,129,22.46,low_poverty
15000US260370108021,966,261,76,35.66,low_poverty
15000US260370109021,1811,13,6,14.19,low_poverty
15000US260370109022,1467,39,20,17.23,low_poverty
15000US260370110011,1768,62,280,42.72,low_poverty
15000US260370111011,1164,0,24,22.04,low_poverty
15000US260370111013,1231,12,29,30.24,low_poverty
15000US260399602001,703,52,146,50.35,low_poverty
15000US260399603001,1589,104,101,51.57,high_poverty
15000US260399603002,987,9,22,35.66,low_poverty
15000US260399604002,627,23,19,22.47,low_poverty
15000US260399604003,776,48,43,43.15,low_poverty
15000US260399605002,1120,45,122,30.2,low_poverty
15000US260419701001,991,35,69,39.71,low_poverty
15000US260419702001,970,46,100,25.89,low_poverty
15000US260419704002,1705,14,41,18.41,low_poverty
15000US260419706002,1495,17,31,21.28,low_poverty
15000US260419706003,747,0,24,38.96,low_poverty
15000US260419707003,885,15,69,24.55,low_poverty
15000US260419708003,1123,71,383,54.51,high_poverty
15000US260419710001,1342,227,511,69.92,high_poverty
15000US260419711001,1726,16,252,42.72,low_poverty
15000US260419711002,1849,144,281,43.22,low_poverty
15000US260419900000,0,0,0,0,low_poverty
15000US260419901000,0,0,0,0,low_poverty
15000US260439501002,1019,99,195,41.94,low_poverty
15000US260439502001,1048,76,79,36.25,low_poverty
15000US260439502002,1519,42,101,28.01,low_poverty
15000US260439503002,2240,60,59,38.42,low_poverty
15000US260439503003,1094,32,15,39.81,low_poverty
15000US260439504001,1751,83,97,41.56,low_poverty
15000US260439505002,1317,51,25,28.85,low_poverty
15000US260439506002,1602,151,174,51.51,high_poverty
15000US260439507001,1820,26,95,14.86,low_poverty
15000US260439507002,958,0,6,14.34,low_poverty
15000US260450201032,1758,30,149,27.37,low_poverty
15000US260450202011,1314,29,75,28.52,low_poverty
15000US260450202021,816,61,49,48.59,low_poverty
15000US260450202022,1498,283,178,46.86,low_poverty
15000US260450203031,1124,111,0,24.73,low_poverty
15000US260450203044,1459,89,173,40.66,low_poverty
15000US260450204031,1012,39,17,58.85,high_poverty
15000US260450204032,609,9,29,21.08,low_poverty
15000US260450204042,1170,0,13,36.36,low_poverty
15000US260450206011,1827,55,114,32.57,low_poverty
15000US260450206012,1716,144,185,31.61,low_poverty
15000US260450209023,628,29,60,66.27,high_poverty
15000US260450210012,1010,76,6,32.73,low_poverty
15000US260450210013,1356,16,18,25.46,low_poverty
15000US260450211002,2034,55,67,36.09,low_poverty
15000US260450211003,1662,37,100,32.93,low_poverty
15000US260450212011,1508,18,38,17.01,low_poverty
15000US260450212021,1484,8,108,18.02,low_poverty
15000US260450214024,559,8,2,24.04,low_poverty
15000US260479701001,1378,75,107,45.05,low_poverty
15000US260479701002,871,34,52,51.18,high_poverty
15000US260479702003,1005,77,44,64.83,high_poverty
15000US260479704003,1076,39,65,36.57,low_poverty
15000US260479705001,2400,50,252,33.66,low_poverty
15000US260490001002,761,84,24,35.17,low_poverty
15000US260490002004,330,61,190,89.21,high_poverty
15000US260490004002,302,42,149,74.55,high_poverty
15000US260490006001,337,63,25,37.4,low_poverty
15000US260490006002,450,105,69,78.72,high_poverty
15000US260490006004,399,7,140,67.28,high_poverty
15000US260490007002,645,230,75,74.24,high_poverty
15000US260490007004,674,17,79,66.5,high_poverty
15000US260490007005,548,21,172,58.04,high_poverty
15000US260490009001,560,68,40,75.3,high_poverty
15000US260490009002,908,38,38,67.31,high_poverty
15000US260490011002,357,45,54,77.68,high_poverty
15000US260490013002,920,375,53,52.59,high_poverty
15000US260490013003,771,198,216,27.78,low_poverty
15000US260490013004,460,109,29,74.91,high_poverty
15000US260490015002,379,31,277,84.42,high_poverty
15000US260490016005,633,34,132,30.1,low_poverty
15000US260490018001,559,162,98,87.58,high_poverty
15000US260490019001,1021,391,228,76.11,high_poverty
15000US260490019002,911,217,257,78.69,high_poverty
15000US260490022001,613,180,273,67.8,high_poverty
15000US260490022002,341,145,59,89.53,high_poverty
15000US260490022005,398,34,180,71.18,high_poverty
15000US260490023001,614,233,126,60.19,high_poverty
15000US260490024001,1128,371,106,84.19,high_poverty
15000US260490024002,817,164,65,48.45,low_poverty
15000US260490026001,365,110,24,84.4,high_poverty
15000US260490027002,1235,11,202,48.94,low_poverty
15000US260490029002,1247,154,265,65.96,high_poverty
15000US260490030001,831,102,60,26.06,low_poverty
15000US260490036001,582,96,297,48.47,low_poverty
15000US260490036002,947,134,328,71.88,high_poverty
15000US260490036004,1359,325,449,45.63,low_poverty
15000US260490036005,673,264,0,46.91,low_poverty
15000US260490036006,1134,0,2,5.75,low_poverty
15000US260490037002,864,131,217,70.12,high_poverty
15000US260490037003,393,34,146,45,low_poverty
15000US260490101101,933,43,107,42.29,low_poverty
15000US260490101141,1633,7,100,20.9,low_poverty
15000US260490102021,1678,20,78,21.53,low_poverty
15000US260490103041,429,0,9,53.7,high_poverty
15000US260490103042,593,0,197,82.44,high_poverty
15000US260490103053,1166,482,180,84.03,high_poverty
15000US260490105021,708,25,66,29.35,low_poverty
15000US260490105031,909,10,5,19.41,low_poverty
15000US260490105033,523,65,8,18.75,low_poverty
15000US260490105043,1154,26,223,36.23,low_poverty
15000US260490106032,1042,0,168,3.66,low_poverty
15000US260490106033,1152,14,181,28.33,low_poverty
15000US260490106034,1153,176,52,31.48,low_poverty
15000US260490106035,875,0,93,19.25,low_poverty
15000US260490106101,633,73,49,58.73,high_poverty
15000US260490106102,1286,34,0,6.44,low_poverty
15000US260490106104,1413,61,33,10.55,low_poverty
15000US260490106105,822,51,7,9.64,low_poverty
15000US260490108101,1552,43,10,10.34,low_poverty
15000US260490108102,766,2,3,25.23,low_poverty
15000US260490108131,2137,43,54,17.31,low_poverty
15000US260490108132,493,21,76,43.51,low_poverty
15000US260490108134,1237,203,1,25,low_poverty
15000US260490109102,979,60,33,33.64,low_poverty
15000US260490109103,792,62,159,71.84,high_poverty
15000US260490109123,413,86,79,61.46,high_poverty
15000US260490110104,586,0,8,14.29,low_poverty
15000US260490110105,1708,148,111,11.44,low_poverty
15000US260490111013,3611,81,76,11.62,low_poverty
15000US260490111014,2328,74,0,13.21,low_poverty
15000US260490111021,1749,242,121,38.28,low_poverty
15000US260490112091,2065,14,49,6.28,low_poverty
15000US260490112093,2161,28,187,14.62,low_poverty
15000US260490112114,1663,135,156,16.41,low_poverty
15000US260490112122,2236,52,152,27.9,low_poverty
15000US260490114011,1954,213,117,47.8,low_poverty
15000US260490114022,2679,78,41,7.53,low_poverty
15000US260490115022,936,21,177,31.52,low_poverty
15000US260490115023,1456,106,91,20.25,low_poverty
15000US260490115031,1881,135,108,21.83,low_poverty
15000US260490115051,743,59,23,16.54,low_poverty
15000US260490116013,537,0,0,12.84,low_poverty
15000US260490117111,826,0,24,54.71,high_poverty
15000US260490117121,596,31,22,24.64,low_poverty
15000US260490117141,920,0,44,21.76,low_poverty
15000US260490118001,1797,27,47,21.21,low_poverty
15000US260490118002,1322,1,1,17.81,low_poverty
15000US260490119011,761,0,90,30.83,low_poverty
15000US260490119022,684,14,0,11.59,low_poverty
15000US260490119023,1338,105,227,34.17,low_poverty
15000US260490120031,2292,147,362,63.79,high_poverty
15000US260490120061,1090,10,41,31.53,low_poverty
15000US260490120071,880,57,46,59.35,high_poverty
15000US260490120072,667,76,38,27.33,low_poverty
15000US260490121001,847,10,0,22.5,low_poverty
15000US260490121003,1271,66,79,28.25,low_poverty
15000US260490122021,623,29,131,60.23,high_poverty
15000US260490124023,798,44,88,37.04,low_poverty
15000US260490125012,1077,16,43,38.1,low_poverty
15000US260490126011,768,79,37,29.09,low_poverty
15000US260490126021,911,83,89,41.01,low_poverty
15000US260490126022,810,117,114,48.13,low_poverty
15000US260490126031,1030,16,32,28.79,low_poverty
15000US260490127022,739,38,45,34.52,low_poverty
15000US260490127025,1079,88,85,15.27,low_poverty
15000US260490127042,1364,44,10,25.38,low_poverty
15000US260490127043,1602,116,42,11.36,low_poverty
15000US260490128011,2693,291,13,17.18,low_poverty
15000US260490128022,945,128,3,27.96,low_poverty
15000US260490129041,1974,32,59,26.85,low_poverty
15000US260490129042,2201,1,32,14.87,low_poverty
15000US260490129062,780,34,13,21.95,low_poverty
15000US260490130011,1528,77,30,11.49,low_poverty
15000US260490131102,839,7,89,47.2,low_poverty
15000US260490131111,1152,47,45,16.61,low_poverty
15000US260490131121,1386,40,67,9.89,low_poverty
15000US260490132021,1207,63,38,31.82,low_poverty
15000US260490132043,1473,105,221,13.64,low_poverty
15000US260490133012,919,0,17,13.3,low_poverty
15000US260490135001,697,55,229,23.88,low_poverty
15000US260499801001,0,0,0,0,low_poverty
15000US260510001001,839,108,130,47.88,low_poverty
15000US260510002001,1248,101,74,34.47,low_poverty
15000US260510003002,549,32,24,45.3,low_poverty
15000US260510004001,1408,263,91,41.98,low_poverty
15000US260510004002,866,46,58,31.79,low_poverty
15000US260510004003,1177,68,256,36.6,low_poverty
15000US260510005002,955,97,135,35.68,low_poverty
15000US260539502001,179,3,13,21.95,low_poverty
15000US260539502002,693,37,148,40.4,low_poverty
15000US260539502004,560,13,47,38.53,low_poverty
15000US260539503003,720,67,47,28.75,low_poverty
15000US260539504002,357,10,32,28.4,low_poverty
15000US260539506002,591,8,81,19.63,low_poverty
15000US260555501012,2616,14,122,20.52,low_poverty
15000US260555502003,1094,0,16,19.72,low_poverty
15000US260555502004,766,70,0,28.97,low_poverty
15000US260555504001,3131,106,130,15.17,low_poverty
15000US260555507002,1966,175,59,50.11,low_poverty
15000US260555508001,1821,19,88,42.72,low_poverty
15000US260555508002,1000,0,35,33.48,low_poverty
15000US260555508004,1405,0,0,24.53,low_poverty
15000US260555509004,580,120,26,35.81,low_poverty
15000US260555510004,668,25,110,18.71,low_poverty
15000US260555511001,1265,41,209,52.89,high_poverty
15000US260555512001,529,71,17,54.05,high_poverty
15000US260555512002,873,32,189,46.05,low_poverty
15000US260555513003,1609,128,162,58.75,high_poverty
15000US260555514002,1221,112,177,45.08,low_poverty
15000US260555514004,1073,86,0,27.78,low_poverty
15000US260570002004,1199,49,129,29.69,low_poverty
15000US260570004001,13,0,0,0,low_poverty
15000US260570005002,1080,385,82,68.66,high_poverty
15000US260570006002,770,21,16,10.96,low_poverty
15000US260570007001,547,12,17,15.74,low_poverty
15000US260570008003,1708,22,73,17.58,low_poverty
15000US260570009001,914,48,91,45.54,low_poverty
15000US260570009002,688,48,25,38.82,low_poverty
15000US260570009003,913,17,91,40.3,low_poverty
15000US260570010001,1090,17,81,28.92,low_poverty
15000US260590502001,2229,390,142,36.56,low_poverty
15000US260590503001,988,35,120,22.6,low_poverty
15000US260590504003,681,81,96,43.23,low_poverty
15000US260590504005,1318,177,309,57.27,high_poverty
15000US260590506001,1066,50,62,30.29,low_poverty
