@RELATION test

@ATTRIBUTE C17002e1  NUMERIC
@ATTRIBUTE C17002e2   NUMERIC
@ATTRIBUTE C17002e3  NUMERIC
@ATTRIBUTE poverty    {low_poverty,high_poverty}

@data
882,62,11,low_poverty
929,11,102,low_poverty
892,13,128,low_poverty
565,9,66,low_poverty
872,26,105,high_poverty
1139,212,51,high_poverty
1401,142,689,high_poverty
974,185,134,high_poverty
788,92,147,high_poverty
821,65,322,high_poverty
708,102,92,high_poverty
1460,99,104,high_poverty
1436,140,134,low_poverty
1233,374,447,high_poverty
542,88,50,high_poverty
847,45,568,high_poverty
1485,510,451,high_poverty
1279,162,644,high_poverty
1565,201,296,high_poverty
1859,215,259,high_poverty
1662,494,151,high_poverty
1336,152,144,high_poverty
785,36,7,high_poverty
1021,92,78,high_poverty
895,38,56,low_poverty
702,19,0,low_poverty
1376,42,74,low_poverty
1153,78,22,low_poverty
1087,61,43,low_poverty
671,35,53,low_poverty
1364,53,150,low_poverty
588,62,30,high_poverty
643,0,124,low_poverty
1366,99,61,low_poverty
1108,59,27,high_poverty
590,22,11,high_poverty
1880,90,314,high_poverty
960,0,20,low_poverty
983,34,9,low_poverty
918,20,111,high_poverty
1333,31,174,low_poverty
633,0,0,low_poverty
988,63,265,high_poverty
708,38,53,low_poverty
1670,357,94,high_poverty
1104,18,21,low_poverty
1499,45,56,high_poverty
1655,490,479,high_poverty
727,10,24,high_poverty
1028,43,108,high_poverty
1637,210,159,high_poverty
1326,18,0,low_poverty
822,36,11,low_poverty
1341,16,54,low_poverty
1557,10,6,low_poverty
1814,28,27,high_poverty
1427,18,0,low_poverty
2788,50,38,low_poverty
1912,70,117,high_poverty
1570,26,0,low_poverty
2096,56,19,low_poverty
1588,11,36,low_poverty
1929,0,0,low_poverty
1519,24,8,low_poverty
2470,8,84,low_poverty
535,86,40,high_poverty
2525,19,3,low_poverty
755,43,0,low_poverty
1293,46,106,low_poverty
1067,57,82,high_poverty
2091,155,362,high_poverty
1868,70,112,low_poverty
1657,44,82,low_poverty
1552,26,11,low_poverty
1407,92,123,high_poverty
1640,27,110,low_poverty
1885,3,67,low_poverty
1199,126,15,low_poverty
2033,60,66,low_poverty
2144,273,700,high_poverty
818,10,0,low_poverty
794,5,29,low_poverty
1595,21,122,high_poverty
1128,38,21,low_poverty
1054,29,206,low_poverty
2298,26,94,low_poverty
1196,0,14,low_poverty
2882,35,22,low_poverty
1737,517,411,high_poverty
1150,28,83,low_poverty
1318,52,38,low_poverty
1348,31,38,low_poverty
1341,8,0,low_poverty
463,17,0,low_poverty
737,39,36,low_poverty
761,18,18,low_poverty
908,27,52,low_poverty
894,0,58,low_poverty
731,11,17,low_poverty
706,8,43,low_poverty
1199,46,66,low_poverty
807,13,11,low_poverty
1008,93,78,low_poverty
686,20,60,low_poverty
889,198,7,high_poverty
623,83,35,low_poverty
1846,50,40,low_poverty
1166,48,133,low_poverty
2304,104,394,low_poverty
1028,210,91,low_poverty
1120,146,125,high_poverty
1727,258,163,high_poverty
939,41,61,low_poverty
986,18,54,low_poverty
930,19,43,low_poverty
1223,221,217,high_poverty
1747,58,13,low_poverty
1149,21,115,low_poverty
1338,82,253,low_poverty
831,24,47,low_poverty
1265,46,39,low_poverty
595,0,29,low_poverty
811,60,35,low_poverty
840,77,14,low_poverty
1239,11,61,low_poverty
1233,81,2,low_poverty
1160,0,36,low_poverty
795,76,66,low_poverty
1148,75,187,high_poverty
2140,312,245,low_poverty
691,123,192,high_poverty
631,196,141,high_poverty
636,11,118,low_poverty
770,200,299,high_poverty
581,96,113,high_poverty
1024,11,56,low_poverty
907,0,40,low_poverty
990,78,190,high_poverty
959,137,95,high_poverty
538,29,5,low_poverty
1127,24,176,low_poverty
729,21,73,high_poverty
512,84,112,high_poverty
792,75,89,high_poverty
646,117,97,low_poverty
957,174,138,high_poverty
848,12,123,low_poverty
927,10,100,low_poverty
1595,44,22,low_poverty
1142,73,20,low_poverty
1444,59,25,low_poverty
1192,45,7,low_poverty
1522,37,44,low_poverty
2020,25,35,low_poverty
640,11,28,low_poverty
638,42,69,low_poverty
691,20,99,low_poverty
1095,40,207,low_poverty
783,14,0,low_poverty
965,0,0,low_poverty
690,0,9,low_poverty
565,89,79,high_poverty
584,42,27,low_poverty
1312,86,316,low_poverty
618,0,53,low_poverty
912,74,38,low_poverty
1412,13,49,low_poverty
693,45,146,low_poverty
846,16,100,low_poverty
416,12,0,low_poverty
738,26,25,high_poverty
806,115,108,high_poverty
691,0,8,low_poverty
1073,56,91,low_poverty
988,232,16,low_poverty
858,48,123,low_poverty
1019,114,104,high_poverty
538,25,72,low_poverty
724,16,22,low_poverty
735,42,11,low_poverty
563,30,65,high_poverty
947,45,40,low_poverty
798,38,56,high_poverty
610,15,17,low_poverty
500,46,115,high_poverty
687,31,51,low_poverty
585,38,25,low_poverty
1089,130,160,low_poverty
730,45,136,low_poverty
944,410,179,high_poverty
156,59,23,low_poverty
791,0,0,low_poverty
0,0,0,low_poverty
1702,47,35,low_poverty
2132,18,106,low_poverty
664,22,0,low_poverty
2465,161,2,low_poverty
2670,51,114,low_poverty
2915,104,127,low_poverty
1070,0,121,low_poverty
611,27,71,high_poverty
1204,37,117,low_poverty
2249,34,108,low_poverty
794,103,116,high_poverty
2036,45,204,low_poverty
1568,18,0,low_poverty
2075,47,81,low_poverty
1061,31,0,low_poverty
2266,39,59,low_poverty
2550,28,46,low_poverty
4092,166,20,low_poverty
1052,41,27,low_poverty
1503,10,25,low_poverty
2601,50,24,low_poverty
1986,10,30,low_poverty
6272,216,121,low_poverty
1370,89,84,high_poverty
1710,0,14,low_poverty
1854,289,234,high_poverty
1324,234,52,low_poverty
732,14,75,low_poverty
515,17,6,low_poverty
819,40,36,low_poverty
848,49,7,low_poverty
1034,4,186,low_poverty
1594,130,171,high_poverty
1566,618,150,high_poverty
2138,359,498,high_poverty
1183,108,140,low_poverty
807,133,70,low_poverty
735,54,64,low_poverty
1032,25,130,low_poverty
913,28,32,low_poverty
1081,231,167,high_poverty
1293,153,303,low_poverty
1159,31,318,high_poverty
3479,137,293,low_poverty
562,107,102,high_poverty
1659,16,35,low_poverty
1538,25,39,low_poverty
1450,53,108,low_poverty
802,0,27,high_poverty
727,19,93,high_poverty
1137,21,63,low_poverty
1854,68,103,low_poverty
1925,49,111,low_poverty
2562,479,517,low_poverty
2273,24,93,low_poverty
1964,151,33,low_poverty
1522,0,0,low_poverty
1460,12,40,low_poverty
1860,14,0,low_poverty
1504,23,58,low_poverty
1377,16,35,low_poverty
414,90,213,high_poverty
1261,0,99,low_poverty
1085,18,54,low_poverty
1599,83,134,low_poverty
863,3,7,low_poverty
906,29,33,low_poverty
981,0,34,low_poverty
957,10,30,low_poverty
3063,33,31,low_poverty
849,76,86,low_poverty
581,14,24,low_poverty
578,51,36,low_poverty
1400,15,141,low_poverty
511,48,56,low_poverty
938,39,33,low_poverty
671,24,6,low_poverty
825,36,87,high_poverty
545,7,29,low_poverty
1087,22,31,low_poverty
772,48,156,high_poverty
1117,58,177,high_poverty
969,71,151,high_poverty
796,29,41,low_poverty
918,30,81,low_poverty
1044,8,137,low_poverty
963,29,28,low_poverty
755,9,52,low_poverty
736,20,106,low_poverty
432,10,40,low_poverty
884,11,33,low_poverty
954,31,22,low_poverty
1511,27,30,low_poverty
911,63,39,high_poverty
1706,71,58,low_poverty
1327,19,25,low_poverty
2050,55,223,low_poverty
833,22,112,high_poverty
783,17,6,low_poverty
1127,87,91,low_poverty
351,42,91,high_poverty
691,25,80,low_poverty
1067,29,14,low_poverty
788,20,33,low_poverty
486,18,2,low_poverty
1155,16,135,low_poverty
849,13,14,low_poverty
1233,68,0,low_poverty
1084,101,179,high_poverty
654,78,97,high_poverty
1360,27,8,low_poverty
1522,20,14,low_poverty
2273,41,30,low_poverty
4846,29,152,low_poverty
1307,0,5,low_poverty
1464,62,259,low_poverty
686,0,18,low_poverty
817,7,5,low_poverty
1246,97,94,low_poverty
1112,27,2,low_poverty
1120,65,45,low_poverty
2436,98,0,low_poverty
784,23,26,low_poverty
2379,14,49,low_poverty
1454,92,45,low_poverty
1572,119,157,low_poverty
0,0,0,low_poverty
0,0,0,low_poverty
1289,12,23,low_poverty
2034,52,0,low_poverty
1664,22,74,low_poverty
703,49,303,high_poverty
1178,0,0,low_poverty
1421,21,0,low_poverty
1588,104,116,low_poverty
2082,123,142,low_poverty
2271,99,27,low_poverty
2010,62,10,low_poverty
1521,0,104,low_poverty
2289,4,197,low_poverty
1220,8,2,low_poverty
1717,24,0,low_poverty
1947,44,29,low_poverty
6694,120,78,low_poverty
5057,148,68,low_poverty
1120,6,16,low_poverty
590,7,12,low_poverty
990,0,32,low_poverty
1578,241,2,low_poverty
2647,114,119,low_poverty
939,5,0,low_poverty
1114,25,7,low_poverty
1165,35,83,low_poverty
717,15,80,low_poverty
792,15,2,low_poverty
615,17,22,low_poverty
1373,39,87,low_poverty
591,34,95,low_poverty
921,72,150,high_poverty
576,26,50,low_poverty
633,298,167,high_poverty
840,310,112,high_poverty
728,77,74,low_poverty
1423,52,117,low_poverty
814,30,47,low_poverty
621,41,48,high_poverty
1534,10,42,low_poverty
1297,0,64,low_poverty
622,0,16,low_poverty
1285,119,157,high_poverty
700,12,19,low_poverty
914,16,35,low_poverty
1699,44,46,high_poverty
753,3,24,low_poverty
2604,272,296,low_poverty
2202,53,80,high_poverty
3356,52,44,low_poverty
3418,39,10,low_poverty
1958,67,250,high_poverty
1758,5,52,low_poverty
2785,0,41,low_poverty
869,0,0,low_poverty
1363,0,52,low_poverty
2203,138,131,low_poverty
1314,35,61,low_poverty
1080,111,80,high_poverty
946,28,47,low_poverty
723,26,111,low_poverty
432,0,39,low_poverty
669,19,12,low_poverty
1878,260,487,high_poverty
883,215,16,low_poverty
1372,72,587,low_poverty
1085,94,374,high_poverty
855,0,174,high_poverty
478,38,9,low_poverty
1793,297,66,high_poverty
609,142,106,low_poverty
694,129,19,low_poverty
986,36,95,low_poverty
2122,47,228,low_poverty
1355,33,422,high_poverty
1771,43,62,low_poverty
1247,166,111,low_poverty
978,64,202,high_poverty
1035,8,451,high_poverty
981,54,19,low_poverty
675,196,157,low_poverty
1382,37,287,low_poverty
848,38,107,high_poverty
1455,197,181,low_poverty
1533,224,569,high_poverty
762,68,101,high_poverty
1674,301,566,high_poverty
765,76,74,low_poverty
1613,318,387,high_poverty
2120,102,687,low_poverty
2254,444,104,low_poverty
801,126,107,low_poverty
654,0,74,low_poverty
714,81,122,low_poverty
458,30,102,high_poverty
1184,74,73,low_poverty
1006,196,85,low_poverty
847,53,259,low_poverty
2633,90,363,low_poverty
872,107,74,low_poverty
1446,98,281,low_poverty
767,0,211,low_poverty
1088,106,141,low_poverty
584,88,17,low_poverty
912,175,77,high_poverty
1156,208,224,high_poverty
1143,143,213,low_poverty
567,102,72,high_poverty
1214,141,38,high_poverty
760,156,212,low_poverty
884,19,0,low_poverty
903,60,218,low_poverty
2135,389,234,low_poverty
1342,35,129,low_poverty
1713,118,301,low_poverty
1395,282,311,low_poverty
927,179,123,high_poverty
1030,244,9,low_poverty
687,3,19,low_poverty
1743,164,399,low_poverty
1440,73,43,low_poverty
648,185,84,high_poverty
719,68,109,high_poverty
1447,42,48,low_poverty
1614,220,165,low_poverty
714,125,178,high_poverty
1284,447,108,high_poverty
671,60,48,low_poverty
1067,119,56,low_poverty
1511,360,450,high_poverty
545,96,44,low_poverty
2152,723,549,high_poverty
1285,300,37,low_poverty
1498,215,160,low_poverty
785,0,13,low_poverty
1514,145,221,low_poverty
2278,195,882,low_poverty
577,19,12,low_poverty
1903,319,259,low_poverty
850,14,218,high_poverty
1910,48,272,low_poverty
1282,152,307,low_poverty
1264,52,49,low_poverty
6377,67,621,low_poverty
2735,207,253,high_poverty
1045,83,124,high_poverty
1459,10,115,high_poverty
2381,69,398,low_poverty
1898,20,13,low_poverty
3266,71,580,low_poverty
2402,18,204,low_poverty
3441,99,90,low_poverty
2555,36,215,low_poverty
5792,94,102,low_poverty
1535,0,64,low_poverty
2813,106,634,high_poverty
1783,50,20,low_poverty
937,120,70,low_poverty
1489,121,179,high_poverty
681,13,80,low_poverty
897,251,238,high_poverty
969,539,16,low_poverty
1777,154,115,low_poverty
2047,414,89,low_poverty
514,79,107,low_poverty
2556,138,205,low_poverty
242,31,85,high_poverty
1374,36,300,high_poverty
2538,100,280,high_poverty
325,52,145,high_poverty
734,18,66,low_poverty
2431,301,165,low_poverty
3411,600,98,low_poverty
1001,139,148,low_poverty
1885,104,222,low_poverty
1296,169,109,low_poverty
771,15,257,low_poverty
1044,18,21,low_poverty
1822,0,251,low_poverty
3352,165,385,low_poverty
919,170,215,high_poverty
938,27,254,low_poverty
891,180,138,low_poverty
1542,248,155,low_poverty
334,51,34,low_poverty
1277,251,284,low_poverty
835,180,0,low_poverty
2324,234,233,low_poverty
892,46,142,low_poverty
931,70,190,low_poverty
4021,53,126,low_poverty
867,91,133,low_poverty
392,61,133,low_poverty
366,55,58,low_poverty
0,0,0,low_poverty
1864,206,155,low_poverty
1809,97,78,low_poverty
658,60,47,high_poverty
390,52,22,high_poverty
2246,155,42,low_poverty
892,0,0,low_poverty
775,0,54,low_poverty
955,152,164,low_poverty
602,67,85,high_poverty
855,31,27,low_poverty
1288,198,272,low_poverty
992,186,106,low_poverty
818,185,167,high_poverty
731,11,0,low_poverty
2888,71,172,low_poverty
3086,73,350,low_poverty
2789,290,70,low_poverty
1699,215,88,low_poverty
3009,58,0,low_poverty
1200,14,127,low_poverty
3596,1085,436,low_poverty
981,89,141,high_poverty
507,0,0,high_poverty
2497,46,111,low_poverty
2278,39,38,low_poverty
2282,110,516,low_poverty
2152,104,379,low_poverty
1785,129,60,low_poverty
3581,258,311,low_poverty
2281,244,150,low_poverty
3589,64,468,low_poverty
1019,95,183,high_poverty
313,62,24,high_poverty
1188,332,246,high_poverty
917,247,200,low_poverty
0,0,0,low_poverty
968,40,187,low_poverty
1336,97,72,low_poverty
1300,36,37,low_poverty
1105,354,169,high_poverty
2007,199,284,low_poverty
843,121,352,high_poverty
1775,405,237,high_poverty
1044,267,87,high_poverty
954,362,359,high_poverty
564,63,160,low_poverty
653,140,311,high_poverty
600,137,193,high_poverty
699,43,8,low_poverty
1754,181,35,low_poverty
1284,123,142,high_poverty
598,17,237,high_poverty
975,556,70,high_poverty
1052,201,264,high_poverty
1462,286,265,high_poverty
422,110,151,high_poverty
655,59,206,high_poverty
431,17,103,high_poverty
1412,321,356,high_poverty
2136,741,469,high_poverty
752,234,161,high_poverty
981,83,200,high_poverty
1065,129,260,high_poverty
1234,0,116,low_poverty
1482,51,91,low_poverty
647,58,0,high_poverty
589,0,9,low_poverty
1242,185,87,low_poverty
2626,29,33,low_poverty
1718,11,352,low_poverty
2023,82,531,high_poverty
852,0,470,low_poverty
2828,76,0,low_poverty
966,0,226,low_poverty
809,178,308,high_poverty
1508,76,114,high_poverty
1119,36,13,low_poverty
2401,24,6,low_poverty
1525,94,27,low_poverty
1382,111,74,low_poverty
2767,77,229,low_poverty
1083,83,239,high_poverty
1379,219,237,low_poverty
1489,58,441,low_poverty
4741,326,92,low_poverty
1559,63,0,low_poverty
1558,66,72,low_poverty
1985,51,39,low_poverty
1300,13,94,low_poverty
2139,77,112,low_poverty
1194,207,224,high_poverty
959,94,40,high_poverty
306,153,97,high_poverty
1299,259,531,high_poverty
136,39,12,high_poverty
1235,127,301,low_poverty
926,148,96,high_poverty
396,37,133,high_poverty
974,210,221,high_poverty
860,241,215,high_poverty
889,175,190,high_poverty
1697,355,350,high_poverty
358,49,14,low_poverty
1222,0,15,low_poverty
565,5,235,high_poverty
1141,24,57,low_poverty
1241,65,264,low_poverty
752,0,40,low_poverty
880,12,262,low_poverty
2744,50,9,low_poverty
388,10,0,low_poverty
2826,12,47,low_poverty
2048,113,81,low_poverty
2134,108,106,low_poverty
4127,423,557,low_poverty
1027,48,0,low_poverty
842,45,21,low_poverty
2047,471,39,low_poverty
1950,0,66,low_poverty
1514,146,162,low_poverty
4106,307,242,low_poverty
720,0,0,low_poverty
1208,263,231,high_poverty
671,372,82,high_poverty
1901,51,206,high_poverty
2014,42,291,low_poverty
876,15,122,low_poverty
1380,33,88,low_poverty
675,100,21,low_poverty
1357,115,279,high_poverty
1042,17,10,low_poverty
1188,275,297,high_poverty
1507,138,191,high_poverty
1189,442,142,high_poverty
570,0,0,low_poverty
566,0,67,low_poverty
365,11,129,high_poverty
1038,63,31,high_poverty
1307,121,242,low_poverty
1801,261,32,low_poverty
1205,105,343,high_poverty
868,90,139,low_poverty
669,0,45,low_poverty
1383,305,395,low_poverty
1598,202,231,low_poverty
607,123,174,low_poverty
1304,141,397,high_poverty
1349,175,394,high_poverty
601,75,105,high_poverty
1188,16,276,low_poverty
674,130,177,low_poverty
2112,360,121,low_poverty
1113,113,0,low_poverty
1339,24,24,low_poverty
1147,30,12,low_poverty
2546,172,323,low_poverty
527,24,0,low_poverty
1309,5,111,low_poverty
1151,78,178,low_poverty
1331,53,196,low_poverty
1314,153,122,low_poverty
1363,50,284,low_poverty
1286,68,792,high_poverty
1212,222,160,low_poverty
1892,647,229,high_poverty
1854,748,269,high_poverty
974,134,122,low_poverty
1142,243,499,high_poverty
1822,510,169,low_poverty
1479,112,51,low_poverty
2548,390,741,low_poverty
781,55,50,low_poverty
1417,107,360,high_poverty
2633,362,310,low_poverty
0,0,0,low_poverty
1396,188,372,low_poverty
1563,391,268,high_poverty
1173,56,271,low_poverty
1189,48,39,low_poverty
1521,134,155,low_poverty
1495,670,346,high_poverty
0,0,0,low_poverty
1163,263,80,high_poverty
2387,342,262,high_poverty
2680,0,162,low_poverty
1948,351,24,high_poverty
1270,477,254,high_poverty
1737,123,317,high_poverty
1405,43,156,low_poverty
1344,76,109,low_poverty
4303,163,491,low_poverty
1680,32,111,low_poverty
699,0,22,low_poverty
2656,95,191,low_poverty
1969,105,108,low_poverty
563,46,98,high_poverty
1326,166,803,high_poverty
438,66,105,high_poverty
828,127,282,high_poverty
917,68,54,high_poverty
820,130,125,high_poverty
1391,47,130,low_poverty
703,65,10,low_poverty
1462,70,0,low_poverty
918,90,33,high_poverty
2583,257,705,low_poverty
2457,85,129,low_poverty
2370,102,127,low_poverty
1828,70,258,low_poverty
1143,0,151,low_poverty
649,51,118,low_poverty
1045,134,321,high_poverty
937,108,127,low_poverty
1374,200,103,low_poverty
652,114,118,low_poverty
1299,0,43,low_poverty
773,25,102,low_poverty
1997,89,257,low_poverty
536,0,30,low_poverty
797,26,209,low_poverty
2245,136,131,low_poverty
3896,107,75,low_poverty
2175,228,65,low_poverty
2396,507,591,high_poverty
1762,37,59,low_poverty
1667,63,345,low_poverty
1313,44,200,low_poverty
408,0,23,high_poverty
997,97,99,low_poverty
1295,317,162,high_poverty
1175,9,408,low_poverty
701,10,69,low_poverty
1943,66,191,low_poverty
2472,411,756,high_poverty
1045,124,92,low_poverty
1934,167,179,high_poverty
1615,164,322,high_poverty
1382,0,208,low_poverty
890,22,186,high_poverty
784,13,207,low_poverty
580,11,68,low_poverty
1132,513,179,high_poverty
1325,89,493,high_poverty
578,189,75,high_poverty
1069,325,381,high_poverty
1450,447,182,high_poverty
721,146,55,low_poverty
1233,142,195,low_poverty
1018,45,13,low_poverty
1446,219,73,low_poverty
1065,162,133,low_poverty
753,414,136,low_poverty
887,111,89,low_poverty
572,23,19,low_poverty
378,75,83,high_poverty
2582,109,267,low_poverty
1865,90,0,low_poverty
2306,41,39,low_poverty
1226,0,456,low_poverty
1412,19,177,low_poverty
633,31,183,high_poverty
1139,98,406,low_poverty
1499,188,274,high_poverty
573,242,38,high_poverty
1049,297,255,high_poverty
429,102,177,high_poverty
1084,286,301,high_poverty
1052,76,83,low_poverty
2813,138,50,low_poverty
1278,19,55,low_poverty
804,14,100,low_poverty
225,0,44,high_poverty
729,20,12,high_poverty
2891,75,116,low_poverty
957,0,0,low_poverty
1951,0,53,low_poverty
1505,107,0,low_poverty
1036,7,0,low_poverty
1653,44,55,low_poverty
1848,38,156,low_poverty
1016,8,43,low_poverty
2920,0,0,low_poverty
1080,162,146,low_poverty
1296,61,59,high_poverty
308,36,63,high_poverty
925,118,234,low_poverty
883,83,54,low_poverty
1741,184,289,low_poverty
1229,41,66,low_poverty
1437,87,156,low_poverty
1193,26,43,low_poverty
1386,154,64,low_poverty
1694,61,72,low_poverty
1050,104,0,high_poverty
2324,353,155,low_poverty
1492,138,101,low_poverty
1659,39,73,low_poverty
612,44,111,low_poverty
1784,290,181,low_poverty
783,15,56,high_poverty
696,0,49,low_poverty
1287,24,21,low_poverty
1600,187,515,high_poverty
994,180,117,low_poverty
2294,212,259,low_poverty
1294,37,81,low_poverty
846,131,153,low_poverty
1085,93,124,low_poverty
564,170,53,high_poverty
1314,219,191,low_poverty
1859,0,396,high_poverty
564,31,0,low_poverty
1606,8,34,low_poverty
1561,204,245,low_poverty
1159,205,202,low_poverty
1180,81,141,low_poverty
1958,44,290,low_poverty
1347,287,215,high_poverty
948,145,193,low_poverty
915,144,109,low_poverty
4155,969,924,high_poverty
1049,346,246,high_poverty
1695,85,174,low_poverty
1481,133,263,high_poverty
1199,330,224,high_poverty
1848,62,325,low_poverty
1742,106,325,low_poverty
2113,56,171,low_poverty
1482,81,255,low_poverty
1240,384,214,high_poverty
1402,55,2,low_poverty
1371,146,170,low_poverty
995,76,32,high_poverty
613,30,150,low_poverty
931,69,70,low_poverty
1063,64,65,high_poverty
2424,44,445,low_poverty
2161,231,421,low_poverty
1181,0,51,low_poverty
3888,231,479,low_poverty
519,7,113,low_poverty
1031,38,89,low_poverty
1514,154,57,high_poverty
953,55,23,low_poverty
1095,198,68,low_poverty
1418,0,66,low_poverty
1050,197,136,low_poverty
2881,355,526,low_poverty
641,129,226,high_poverty
1006,13,118,low_poverty
725,33,116,high_poverty
735,0,24,low_poverty
1072,168,144,low_poverty
1631,323,372,high_poverty
1052,415,138,low_poverty
1673,49,236,low_poverty
1572,109,29,low_poverty
1300,12,110,low_poverty
1214,51,39,high_poverty
1364,40,282,low_poverty
1020,20,76,low_poverty
1638,37,212,low_poverty
955,95,456,high_poverty
642,35,11,high_poverty
1462,312,384,high_poverty
3935,46,59,low_poverty
860,61,6,low_poverty
1152,82,0,low_poverty
2347,63,0,low_poverty
1677,8,0,low_poverty
618,18,53,high_poverty
2180,36,152,low_poverty
1996,76,94,low_poverty
3443,39,193,low_poverty
2138,92,245,low_poverty
2644,45,66,low_poverty
1144,22,81,low_poverty
3406,75,87,low_poverty
1623,201,13,low_poverty
2671,86,144,low_poverty
1156,14,172,low_poverty
3350,80,240,low_poverty
998,25,38,low_poverty
976,0,135,high_poverty
935,50,57,low_poverty
794,104,31,low_poverty
2045,135,108,low_poverty
1723,236,78,low_poverty
1685,100,193,low_poverty
638,206,123,high_poverty
1197,80,264,low_poverty
1211,135,167,low_poverty
614,25,158,high_poverty
590,21,32,low_poverty
285,16,24,high_poverty
1492,70,507,low_poverty
569,229,30,low_poverty
1132,84,11,low_poverty
978,75,403,low_poverty
867,99,106,low_poverty
873,87,78,high_poverty
1533,148,149,low_poverty
1667,89,237,low_poverty
685,51,39,low_poverty
907,160,215,high_poverty
1078,286,394,low_poverty
962,67,125,high_poverty
2060,12,379,low_poverty
50,0,0,low_poverty
904,222,203,high_poverty
625,109,63,high_poverty
979,277,40,low_poverty
736,18,123,low_poverty
1172,223,467,high_poverty
2456,285,667,high_poverty
761,75,183,high_poverty
979,99,235,high_poverty
1394,135,317,low_poverty
1281,102,299,low_poverty
1400,35,157,low_poverty
1264,85,484,low_poverty
1013,96,99,high_poverty
1394,126,120,low_poverty
1145,129,237,high_poverty
3910,303,328,low_poverty
1035,50,226,high_poverty
2287,162,514,low_poverty
2135,0,238,high_poverty
902,154,0,low_poverty
771,25,49,low_poverty
1063,170,120,low_poverty
1261,113,230,low_poverty
850,0,114,low_poverty
1394,147,46,low_poverty
750,70,47,low_poverty
2116,108,208,low_poverty
1251,165,43,low_poverty
1435,149,291,low_poverty
1452,160,61,low_poverty
1576,399,57,low_poverty
876,150,83,low_poverty
1423,344,171,low_poverty
1389,246,186,low_poverty
1002,227,418,high_poverty
829,297,100,high_poverty
1455,417,337,high_poverty
816,142,156,high_poverty
902,24,105,low_poverty
956,83,545,high_poverty
1153,180,60,high_poverty
1738,192,159,low_poverty
744,0,15,low_poverty
1134,182,51,low_poverty
2172,116,144,high_poverty
1834,284,232,low_poverty
2091,179,246,high_poverty
1211,54,90,low_poverty
443,109,189,high_poverty
446,52,43,high_poverty
873,60,276,high_poverty
238,120,29,low_poverty
1430,317,213,low_poverty
911,150,121,low_poverty
314,129,54,high_poverty
781,93,239,high_poverty
1085,141,381,high_poverty
1576,406,382,high_poverty
1721,35,285,low_poverty
738,336,175,high_poverty
1059,171,352,high_poverty
934,0,209,high_poverty
841,186,396,high_poverty
547,37,184,low_poverty
839,163,142,high_poverty
677,0,38,low_poverty
1473,266,169,low_poverty
1519,17,177,low_poverty
1026,25,165,low_poverty
752,215,136,low_poverty
1153,159,46,low_poverty
896,42,147,low_poverty
786,155,85,low_poverty
1084,0,254,low_poverty
752,37,39,low_poverty
1247,216,114,high_poverty
869,2,15,low_poverty
1012,80,242,high_poverty
792,87,0,low_poverty
1367,548,217,high_poverty
683,192,152,high_poverty
558,0,92,low_poverty
1393,64,51,low_poverty
1280,13,8,low_poverty
1042,177,18,low_poverty
978,303,242,high_poverty
1450,135,62,high_poverty
1428,51,111,low_poverty
1884,277,255,low_poverty
845,213,83,high_poverty
716,207,118,high_poverty
3,0,3,low_poverty
955,61,115,low_poverty
922,26,45,low_poverty
874,34,148,low_poverty
411,14,0,low_poverty
1018,14,49,low_poverty
683,9,67,low_poverty
1245,30,42,low_poverty
1407,84,184,low_poverty
1235,292,131,low_poverty
1067,32,29,low_poverty
730,74,55,low_poverty
634,8,9,low_poverty
1154,72,148,high_poverty
1675,59,43,low_poverty
1222,68,192,low_poverty
1519,251,65,low_poverty
963,136,52,low_poverty
1068,11,0,low_poverty
625,17,0,low_poverty
1850,88,154,low_poverty
942,103,372,low_poverty
1034,52,156,high_poverty
1177,170,354,low_poverty
866,28,40,low_poverty
1886,235,286,low_poverty
1119,65,62,low_poverty
1115,17,161,low_poverty
1152,85,176,low_poverty
1910,134,168,low_poverty
1583,78,140,low_poverty
782,269,56,low_poverty
1417,45,87,low_poverty
2103,81,217,low_poverty
1100,236,216,low_poverty
1171,46,194,low_poverty
1950,104,83,low_poverty
1120,58,146,high_poverty
1179,32,96,low_poverty
792,169,0,low_poverty
969,7,46,low_poverty
1309,20,241,high_poverty
1199,152,88,low_poverty
951,127,188,high_poverty
831,181,42,high_poverty
650,409,85,high_poverty
1385,571,412,high_poverty
496,184,160,high_poverty
1236,17,0,low_poverty
1118,36,22,low_poverty
840,164,87,high_poverty
1113,59,51,low_poverty
2973,37,582,low_poverty
622,119,59,high_poverty
3182,240,62,low_poverty
4760,469,356,low_poverty
953,487,127,high_poverty
6383,161,777,low_poverty
1288,166,127,high_poverty
1358,156,13,high_poverty
4572,697,269,low_poverty
651,184,74,high_poverty
2546,222,80,low_poverty
1370,29,82,low_poverty
1950,51,117,low_poverty
2634,69,95,low_poverty
1013,30,0,low_poverty
3486,80,0,low_poverty
830,43,18,low_poverty
2603,22,141,low_poverty
1335,13,37,low_poverty
1108,633,167,high_poverty
0,0,0,low_poverty
3490,299,235,low_poverty
866,19,50,low_poverty
1267,79,122,high_poverty
875,51,58,low_poverty
1282,197,27,low_poverty
602,33,17,high_poverty
1315,26,225,low_poverty
1055,54,140,low_poverty
834,134,177,high_poverty
1036,300,177,high_poverty
590,63,80,high_poverty
1229,23,105,low_poverty
1274,398,15,low_poverty
943,205,16,high_poverty
