GEOID,C17002e1,C17002e2,C17002e3,poverty
15000US280719504012,2680,0,162,low_poverty
15000US280719504013,1948,351,24,high_poverty
15000US280719504022,1270,477,254,high_poverty
15000US280719504023,1737,123,317,high_poverty
15000US280719505022,1405,43,156,low_poverty
15000US280730201003,1344,76,109,low_poverty
15000US280730202012,4303,163,491,low_poverty
15000US280730204002,1680,32,111,low_poverty
15000US280730204004,699,0,22,low_poverty
15000US280730205001,2656,95,191,low_poverty
15000US280730205002,1969,105,108,low_poverty
15000US280730206004,563,46,98,high_poverty
15000US280750004002,1326,166,803,high_poverty
15000US280750004005,438,66,105,high_poverty
15000US280750006003,828,127,282,high_poverty
15000US280750007001,917,68,54,high_poverty
15000US280750008001,820,130,125,high_poverty
15000US280750010001,1391,47,130,low_poverty
15000US280750011013,703,65,10,low_poverty
15000US280750011023,1462,70,0,low_poverty
15000US280750102011,918,90,33,high_poverty
15000US280750102013,2583,257,705,low_poverty
15000US280750102024,2457,85,129,low_poverty
15000US280750103021,2370,102,127,low_poverty
15000US280750105003,1828,70,258,low_poverty
15000US280750106002,1143,0,151,low_poverty
15000US280750107001,649,51,118,low_poverty
15000US280779601002,1045,134,321,high_poverty
15000US280779601004,937,108,127,low_poverty
15000US280779602001,1374,200,103,low_poverty
15000US280779602004,652,114,118,low_poverty
15000US280779603002,1299,0,43,low_poverty
15000US280779603003,773,25,102,low_poverty
15000US280790404004,1997,89,257,low_poverty
15000US280790405003,536,0,30,low_poverty
15000US280790407003,797,26,209,low_poverty
15000US280819502022,2245,136,131,low_poverty
15000US280819503012,3896,107,75,low_poverty
15000US280819504011,2175,228,65,low_poverty
15000US280819504012,2396,507,591,high_poverty
15000US280819504022,1762,37,59,low_poverty
15000US280819505001,1667,63,345,low_poverty
15000US280819506012,1313,44,200,low_poverty
15000US280819507001,408,0,23,high_poverty
15000US280819507004,997,97,99,low_poverty
15000US280819508001,1295,317,162,high_poverty
15000US280819508002,1175,9,408,low_poverty
15000US280819508003,701,10,69,low_poverty
15000US280819509012,1943,66,191,low_poverty
15000US280819509021,2472,411,756,high_poverty
15000US280819509023,1045,124,92,low_poverty
15000US280819510012,1934,167,179,high_poverty
15000US280819510022,1615,164,322,high_poverty
15000US280819511001,1382,0,208,low_poverty
15000US280819511004,890,22,186,high_poverty
15000US280839506004,784,13,207,low_poverty
15000US280839506005,580,11,68,low_poverty
15000US280839508001,1132,513,179,high_poverty
15000US280839508002,1325,89,493,high_poverty
15000US280839508004,578,189,75,high_poverty
15000US280839509001,1069,325,381,high_poverty
15000US280839509004,1450,447,182,high_poverty
15000US280859501002,721,146,55,low_poverty
15000US280859502002,1233,142,195,low_poverty
15000US280859502004,1018,45,13,low_poverty
15000US280859503002,1446,219,73,low_poverty
15000US280859504001,1065,162,133,low_poverty
15000US280859505001,753,414,136,low_poverty
15000US280859505005,887,111,89,low_poverty
15000US280859506001,572,23,19,low_poverty
15000US280859506002,378,75,83,high_poverty
15000US280870001013,2582,109,267,low_poverty
15000US280870003002,1865,90,0,low_poverty
15000US280870003003,2306,41,39,low_poverty
15000US280870003005,1226,0,456,low_poverty
15000US280870004012,1412,19,177,low_poverty
15000US280870004031,633,31,183,high_poverty
15000US280870005002,1139,98,406,low_poverty
15000US280870005003,1499,188,274,high_poverty
15000US280870007003,573,242,38,high_poverty
15000US280870007004,1049,297,255,high_poverty
15000US280870008003,429,102,177,high_poverty
15000US280870008004,1084,286,301,high_poverty
15000US280870009001,1052,76,83,low_poverty
15000US280890301013,2813,138,50,low_poverty
15000US280890301041,1278,19,55,low_poverty
15000US280890301051,804,14,100,low_poverty
15000US280890301063,225,0,44,high_poverty
15000US280890301064,729,20,12,high_poverty
15000US280890301082,2891,75,116,low_poverty
15000US280890301085,957,0,0,low_poverty
15000US280890302012,1951,0,53,low_poverty
15000US280890302013,1505,107,0,low_poverty
15000US280890302022,1036,7,0,low_poverty
15000US280890302023,1653,44,55,low_poverty
15000US280890302042,1848,38,156,low_poverty
15000US280890302061,1016,8,43,low_poverty
15000US280890303011,2920,0,0,low_poverty
15000US280890303021,1080,162,146,low_poverty
15000US280890309003,1296,61,59,high_poverty
15000US280890310001,308,36,63,high_poverty
15000US280919501002,925,118,234,low_poverty
15000US280919504003,883,83,54,low_poverty
15000US280919506001,1741,184,289,low_poverty
15000US280919506002,1229,41,66,low_poverty
15000US280939501001,1437,87,156,low_poverty
15000US280939501002,1193,26,43,low_poverty
15000US280939501004,1386,154,64,low_poverty
15000US280939503003,1694,61,72,low_poverty
15000US280939503004,1050,104,0,high_poverty
15000US280939503005,2324,353,155,low_poverty
15000US280939505005,1492,138,101,low_poverty
15000US280959501001,1659,39,73,low_poverty
15000US280959502002,612,44,111,low_poverty
15000US280959502003,1784,290,181,low_poverty
15000US280959502005,783,15,56,high_poverty
15000US280959503002,696,0,49,low_poverty
15000US280959506001,1287,24,21,low_poverty
15000US280959507001,1600,187,515,high_poverty
15000US280979502003,994,180,117,low_poverty
15000US280990101002,2294,212,259,low_poverty
15000US280990101003,1294,37,81,low_poverty
15000US280990102001,846,131,153,low_poverty
15000US280990104002,1085,93,124,low_poverty
15000US280990105001,564,170,53,high_poverty
15000US280990105002,1314,219,191,low_poverty
15000US280999401001,1859,0,396,high_poverty
15000US281010501002,564,31,0,low_poverty
15000US281010501003,1606,8,34,low_poverty
15000US281010502001,1561,204,245,low_poverty
15000US281010502002,1159,205,202,low_poverty
15000US281010503001,1180,81,141,low_poverty
15000US281010504005,1958,44,290,low_poverty
15000US281039501004,1347,287,215,high_poverty
15000US281039501005,948,145,193,low_poverty
15000US281039502003,915,144,109,low_poverty
15000US281059501002,4155,969,924,high_poverty
15000US281059504004,1049,346,246,high_poverty
15000US281059505002,1695,85,174,low_poverty
15000US281059506022,1481,133,263,high_poverty
15000US281059506023,1199,330,224,high_poverty
15000US281059507004,1848,62,325,low_poverty
15000US281079501001,1742,106,325,low_poverty
15000US281079501002,2113,56,171,low_poverty
15000US281079505003,1482,81,255,low_poverty
15000US281079506003,1240,384,214,high_poverty
15000US281079506005,1402,55,2,low_poverty
15000US281099501003,1371,146,170,low_poverty
15000US281099501004,995,76,32,high_poverty
15000US281099502001,613,30,150,low_poverty
15000US281099503002,931,69,70,low_poverty
15000US281099504013,1063,64,65,high_poverty
15000US281099504021,2424,44,445,low_poverty
15000US281099504022,2161,231,421,low_poverty
15000US281099505012,1181,0,51,low_poverty
15000US281099505022,3888,231,479,low_poverty
15000US281099506002,519,7,113,low_poverty
15000US281099506003,1031,38,89,low_poverty
15000US281099506004,1514,154,57,high_poverty
15000US281119501014,953,55,23,low_poverty
15000US281119501021,1095,198,68,low_poverty
15000US281139501013,1418,0,66,low_poverty
15000US281139502002,1050,197,136,low_poverty
15000US281139502003,2881,355,526,low_poverty
15000US281139503001,641,129,226,high_poverty
15000US281139503004,1006,13,118,low_poverty
15000US281139505003,725,33,116,high_poverty
15000US281139505004,735,0,24,low_poverty
15000US281139506002,1072,168,144,low_poverty
15000US281139506004,1631,323,372,high_poverty
15000US281139507002,1052,415,138,low_poverty
15000US281159501013,1673,49,236,low_poverty
15000US281159502002,1572,109,29,low_poverty
15000US281159504003,1300,12,110,low_poverty
15000US281159505002,1214,51,39,high_poverty
15000US281179501002,1364,40,282,low_poverty
15000US281179501004,1020,20,76,low_poverty
15000US281179501005,1638,37,212,low_poverty
15000US281179503002,955,95,456,high_poverty
15000US281179503005,642,35,11,high_poverty
15000US281199501001,1462,312,384,high_poverty
15000US281210201023,3935,46,59,low_poverty
15000US281210202063,860,61,6,low_poverty
15000US281210202073,1152,82,0,low_poverty
15000US281210202082,2347,63,0,low_poverty
15000US281210202092,1677,8,0,low_poverty
15000US281210202094,618,18,53,high_poverty
15000US281210202103,2180,36,152,low_poverty
15000US281210204011,1996,76,94,low_poverty
15000US281210204022,3443,39,193,low_poverty
15000US281210204023,2138,92,245,low_poverty
15000US281210206002,2644,45,66,low_poverty
15000US281210207044,1144,22,81,low_poverty
15000US281210208022,3406,75,87,low_poverty
15000US281210209004,1623,201,13,low_poverty
15000US281210210011,2671,86,144,low_poverty
15000US281210210021,1156,14,172,low_poverty
15000US281210210022,3350,80,240,low_poverty
15000US281210210023,998,25,38,low_poverty
15000US281230201004,976,0,135,high_poverty
15000US281230201005,935,50,57,low_poverty
15000US281230202002,794,104,31,low_poverty
15000US281230203001,2045,135,108,low_poverty
15000US281230203003,1723,236,78,low_poverty
15000US281230205003,1685,100,193,low_poverty
15000US281230205004,638,206,123,high_poverty
15000US281230206001,1197,80,264,low_poverty
15000US281230206003,1211,135,167,low_poverty
15000US281259501002,614,25,158,high_poverty
15000US281279501001,590,21,32,low_poverty
15000US281279502003,285,16,24,high_poverty
15000US281279503003,1492,70,507,low_poverty
15000US281279504001,569,229,30,low_poverty
15000US281279504003,1132,84,11,low_poverty
15000US281279504007,978,75,403,low_poverty
15000US281279505002,867,99,106,low_poverty
15000US281279505004,873,87,78,high_poverty
15000US281299501003,1533,148,149,low_poverty
15000US281299501004,1667,89,237,low_poverty
15000US281299502002,685,51,39,low_poverty
15000US281299502003,907,160,215,high_poverty
15000US281299503003,1078,286,394,low_poverty
15000US281310201002,962,67,125,high_poverty
15000US281310202013,2060,12,379,low_poverty
15000US281339501006,50,0,0,low_poverty
15000US281339503001,904,222,203,high_poverty
15000US281339503003,625,109,63,high_poverty
15000US281339504011,979,277,40,low_poverty
15000US281339504012,736,18,123,low_poverty
15000US281339504021,1172,223,467,high_poverty
15000US281339504022,2456,285,667,high_poverty
15000US281339505003,761,75,183,high_poverty
15000US281339506001,979,99,235,high_poverty
15000US281339506002,1394,135,317,low_poverty
15000US281359501001,1281,102,299,low_poverty
15000US281359501002,1400,35,157,low_poverty
15000US281359502001,1264,85,484,low_poverty
15000US281379501003,1013,96,99,high_poverty
15000US281379503012,1394,126,120,low_poverty
15000US281379503013,1145,129,237,high_poverty
15000US281379503022,3910,303,328,low_poverty
15000US281399501001,1035,50,226,high_poverty
15000US281399502003,2287,162,514,low_poverty
15000US281399504003,2135,0,238,high_poverty
15000US281399504004,902,154,0,low_poverty
15000US281419503004,771,25,49,low_poverty
15000US281419504004,1063,170,120,low_poverty
15000US281439502003,1261,113,230,low_poverty
15000US281459501003,850,0,114,low_poverty
15000US281459502002,1394,147,46,low_poverty
15000US281459503002,750,70,47,low_poverty
15000US281459503003,2116,108,208,low_poverty
15000US281459505001,1251,165,43,low_poverty
15000US281459505003,1435,149,291,low_poverty
15000US281459505004,1452,160,61,low_poverty
15000US281459506002,1576,399,57,low_poverty
15000US281479501001,876,150,83,low_poverty
15000US281479501002,1423,344,171,low_poverty
15000US281479501003,1389,246,186,low_poverty
15000US281499501004,1002,227,418,high_poverty
15000US281499502003,829,297,100,high_poverty
15000US281499503004,1455,417,337,high_poverty
15000US281499504001,816,142,156,high_poverty
15000US281499504002,902,24,105,low_poverty
15000US281499504004,956,83,545,high_poverty
15000US281499507003,1153,180,60,high_poverty
15000US281499508001,1738,192,159,low_poverty
15000US281499509011,744,0,15,low_poverty
15000US281499509013,1134,182,51,low_poverty
15000US281499509021,2172,116,144,high_poverty
15000US281499509022,1834,284,232,low_poverty
15000US281499511023,2091,179,246,high_poverty
15000US281510001001,1211,54,90,low_poverty
15000US281510003003,443,109,189,high_poverty
15000US281510004003,446,52,43,high_poverty
15000US281510006004,873,60,276,high_poverty
15000US281510006005,238,120,29,low_poverty
15000US281510008001,1430,317,213,low_poverty
15000US281510009002,911,150,121,low_poverty
15000US281510010001,314,129,54,high_poverty
15000US281510010002,781,93,239,high_poverty
15000US281510012001,1085,141,381,high_poverty
15000US281510013001,1576,406,382,high_poverty
15000US281510015003,1721,35,285,low_poverty
15000US281510016001,738,336,175,high_poverty
15000US281510017001,1059,171,352,high_poverty
15000US281539501001,934,0,209,high_poverty
15000US281539502003,841,186,396,high_poverty
15000US281539502004,547,37,184,low_poverty
15000US281539502005,839,163,142,high_poverty
15000US281539503002,677,0,38,low_poverty
15000US281539503003,1473,266,169,low_poverty
15000US281539504004,1519,17,177,low_poverty
15000US281579502003,1026,25,165,low_poverty
15000US281579502004,752,215,136,low_poverty
15000US281599501001,1153,159,46,low_poverty
15000US281599501002,896,42,147,low_poverty
15000US281599503001,786,155,85,low_poverty
15000US281599503002,1084,0,254,low_poverty
15000US281599505002,752,37,39,low_poverty
15000US281599505003,1247,216,114,high_poverty
15000US281619503004,869,2,15,low_poverty
15000US281639501001,1012,80,242,high_poverty
15000US281639502001,792,87,0,low_poverty
15000US281639502004,1367,548,217,high_poverty
15000US281639503004,683,192,152,high_poverty
15000US281639504001,558,0,92,low_poverty
15000US281639504002,1393,64,51,low_poverty
15000US290019501002,1280,13,8,low_poverty
15000US290019502003,1042,177,18,low_poverty
15000US290019503003,978,303,242,high_poverty
15000US290019504001,1450,135,62,high_poverty
15000US290019504002,1428,51,111,low_poverty
15000US290019505005,1884,277,255,low_poverty
15000US290019509001,845,213,83,high_poverty
15000US290019509002,716,207,118,high_poverty
15000US290019510003,3,0,3,low_poverty
15000US290030103002,955,61,115,low_poverty
15000US290030104003,922,26,45,low_poverty
15000US290059501004,874,34,148,low_poverty
15000US290059502002,411,14,0,low_poverty
15000US290059502003,1018,14,49,low_poverty
15000US290079502001,683,9,67,low_poverty
15000US290079502003,1245,30,42,low_poverty
15000US290079502005,1407,84,184,low_poverty
15000US290079503001,1235,292,131,low_poverty
15000US290079504001,1067,32,29,low_poverty
15000US290079504003,730,74,55,low_poverty
15000US290079505004,634,8,9,low_poverty
15000US290079506001,1154,72,148,high_poverty
15000US290079506002,1675,59,43,low_poverty
15000US290079507003,1222,68,192,low_poverty
15000US290099601001,1519,251,65,low_poverty
15000US290099601004,963,136,52,low_poverty
15000US290099601005,1068,11,0,low_poverty
15000US290099602004,625,17,0,low_poverty
15000US290099602005,1850,88,154,low_poverty
15000US290099603001,942,103,372,low_poverty
15000US290099603002,1034,52,156,high_poverty
15000US290099603003,1177,170,354,low_poverty
15000US290099603005,866,28,40,low_poverty
15000US290099604011,1886,235,286,low_poverty
15000US290099604012,1119,65,62,low_poverty
15000US290099604021,1115,17,161,low_poverty
15000US290099606001,1152,85,176,low_poverty
15000US290099606002,1910,134,168,low_poverty
15000US290119601001,1583,78,140,low_poverty
15000US290119603004,782,269,56,low_poverty
15000US290130701002,1417,45,87,low_poverty
15000US290130701003,2103,81,217,low_poverty
15000US290130703001,1100,236,216,low_poverty
15000US290154601001,1171,46,194,low_poverty
15000US290154603001,1950,104,83,low_poverty
15000US290154603003,1120,58,146,high_poverty
15000US290154604001,1179,32,96,low_poverty
15000US290154608003,792,169,0,low_poverty
15000US290179501002,969,7,46,low_poverty
15000US290179502001,1309,20,241,high_poverty
15000US290179502002,1199,152,88,low_poverty
15000US290179502003,951,127,188,high_poverty
15000US290179503002,831,181,42,high_poverty
15000US290190003001,650,409,85,high_poverty
15000US290190005001,1385,571,412,high_poverty
15000US290190005002,496,184,160,high_poverty
15000US290190006002,1236,17,0,low_poverty
15000US290190006003,1118,36,22,low_poverty
15000US290190009001,840,164,87,high_poverty
15000US290190010011,1113,59,51,low_poverty
15000US290190010021,2973,37,582,low_poverty
15000US290190010023,622,119,59,high_poverty
15000US290190011032,3182,240,62,low_poverty
15000US290190011042,4760,469,356,low_poverty
15000US290190013001,953,487,127,high_poverty
15000US290190014001,6383,161,777,low_poverty
15000US290190015021,1288,166,127,high_poverty
15000US290190015033,1358,156,13,high_poverty
15000US290190015043,4572,697,269,low_poverty
15000US290190015044,651,184,74,high_poverty
15000US290190016012,2546,222,80,low_poverty
15000US290190016022,1370,29,82,low_poverty
15000US290190017021,1950,51,117,low_poverty
15000US290190017022,2634,69,95,low_poverty
15000US290190018032,1013,30,0,low_poverty
15000US290190018052,3486,80,0,low_poverty
15000US290190018053,830,43,18,low_poverty
15000US290190019012,2603,22,141,low_poverty
15000US290190019024,1335,13,37,low_poverty
15000US290190022001,1108,633,167,high_poverty
15000US290190022002,0,0,0,low_poverty
15000US290210001002,3490,299,235,low_poverty
15000US290210002003,866,19,50,low_poverty
15000US290210004002,1267,79,122,high_poverty
15000US290210005001,875,51,58,low_poverty
15000US290210006002,1282,197,27,low_poverty
15000US290210006003,602,33,17,high_poverty
15000US290210007012,1315,26,225,low_poverty
15000US290210009002,1055,54,140,low_poverty
15000US290210010002,834,134,177,high_poverty
15000US290210010003,1036,300,177,high_poverty
15000US290210012002,590,63,80,high_poverty
15000US290210015003,1229,23,105,low_poverty
15000US290210015004,1274,398,15,low_poverty
15000US290210015005,943,205,16,high_poverty
15000US290210018001,2010,514,309,high_poverty
15000US290210021001,1085,63,10,high_poverty
15000US290210021002,550,125,0,low_poverty
15000US290210023001,767,62,38,low_poverty
15000US290210023002,574,46,10,low_poverty
15000US290210027001,1034,51,0,low_poverty
15000US290210028001,831,28,8,low_poverty
15000US290210028004,966,53,95,low_poverty
15000US290210028005,914,31,72,low_poverty
15000US290210029001,666,69,72,high_poverty
15000US290210030004,1332,106,51,high_poverty
15000US290239501001,680,0,124,low_poverty
15000US290239501002,1735,37,96,low_poverty
15000US290239502011,1087,61,32,low_poverty
15000US290239502013,712,26,11,low_poverty
15000US290239502023,2596,96,139,low_poverty
15000US290239503002,1584,116,205,low_poverty
15000US290239503003,1434,106,0,low_poverty
15000US290239503004,996,14,19,low_poverty
15000US290239505003,555,46,100,high_poverty
15000US290239507002,911,311,59,high_poverty
15000US290239509001,570,43,19,low_poverty
15000US290259501002,633,43,38,low_poverty
15000US290259502003,827,63,72,high_poverty
15000US290259502005,1165,70,62,low_poverty
15000US290270701001,1313,18,140,low_poverty
15000US290270702002,650,41,23,low_poverty
15000US290270703005,620,118,9,high_poverty
15000US290270704004,804,0,104,high_poverty
15000US290270705003,719,51,9,low_poverty
15000US290270708001,1697,17,282,low_poverty
15000US290270708003,1372,50,67,low_poverty
15000US290299501002,2084,152,227,low_poverty
15000US290299502002,925,13,306,low_poverty
15000US290299502003,1296,149,342,low_poverty
15000US290299503001,972,0,11,low_poverty
15000US290299505001,1701,163,278,low_poverty
15000US290299505003,531,12,175,high_poverty
15000US290299507003,1253,34,153,low_poverty
15000US290299508005,2327,309,10,low_poverty
15000US290318801001,1333,137,0,low_poverty
15000US290318801002,1142,63,57,low_poverty
15000US290318801003,832,35,64,low_poverty
15000US290318801004,1207,29,15,low_poverty
15000US290318802002,2139,0,0,low_poverty
15000US290318803004,898,26,9,low_poverty
15000US290318804001,3087,17,391,low_poverty
15000US290318804003,2248,54,184,high_poverty
15000US290318804004,830,20,117,high_poverty
15000US290318805002,1685,0,105,low_poverty
15000US290318806002,2382,54,219,low_poverty
15000US290318807002,1916,47,52,low_poverty
15000US290318808001,816,335,107,low_poverty
15000US290318808002,1159,190,263,low_poverty
15000US290318809002,1308,220,88,low_poverty
15000US290318810002,1363,402,204,high_poverty
15000US290318812002,1512,17,0,low_poverty
15000US290318812005,1184,17,0,low_poverty
15000US290318815003,590,0,0,low_poverty
15000US290318815004,646,124,134,high_poverty
15000US290318816002,1681,384,339,high_poverty
15000US290339601003,612,9,137,low_poverty
15000US290339602004,796,48,33,low_poverty
15000US290339603003,854,28,143,high_poverty
15000US290359601003,1046,240,130,low_poverty
15000US290359602002,1230,46,165,low_poverty
15000US290359602003,609,43,121,high_poverty
15000US290370600012,1629,269,17,low_poverty
15000US290370600032,2300,44,10,low_poverty
15000US290370602023,2601,174,111,low_poverty
15000US290370603011,3269,19,76,low_poverty
15000US290370603012,2521,13,117,low_poverty
15000US290370603022,1501,23,62,high_poverty
15000US290370604003,1997,34,0,low_poverty
15000US290370605001,1716,17,51,low_poverty
15000US290370606003,1361,46,149,low_poverty
15000US290370608001,1407,127,11,low_poverty
15000US290370610012,1701,14,9,low_poverty
15000US290370611001,868,28,111,high_poverty
15000US290370613002,1877,22,348,high_poverty
15000US290370613004,2863,0,117,high_poverty
15000US290370614001,2293,31,299,high_poverty
15000US290398701004,1056,53,174,high_poverty
15000US290398702003,732,128,447,high_poverty
15000US290398702005,633,133,150,high_poverty
15000US290398703001,896,71,168,high_poverty
15000US290414702002,1017,42,64,low_poverty
15000US290414702003,970,117,160,high_poverty
15000US290414703004,995,30,148,low_poverty
15000US290430201012,1172,66,86,low_poverty
15000US290430201013,1024,18,0,low_poverty
15000US290430202012,1712,77,59,low_poverty
15000US290430202021,1796,53,95,low_poverty
15000US290430202032,1884,61,367,low_poverty
15000US290430202052,2141,34,198,low_poverty
15000US290430203023,1437,131,14,low_poverty
15000US290430203032,3161,175,421,low_poverty
15000US290430203033,1246,0,9,low_poverty
15000US290430203041,1112,57,124,low_poverty
15000US290430203051,1878,1,268,low_poverty
15000US290430203062,1535,16,22,low_poverty
15000US290430204004,1635,43,48,low_poverty
15000US290430205001,1854,119,134,low_poverty
15000US290430205002,2585,94,35,low_poverty
15000US290459503001,1232,87,64,low_poverty
15000US290470203002,1315,156,255,low_poverty
15000US290470204002,1525,44,81,high_poverty
15000US290470205001,1079,51,151,low_poverty
15000US290470205002,707,21,92,high_poverty
15000US290470206022,546,38,13,low_poverty
15000US290470206045,877,33,121,high_poverty
15000US290470208011,1971,210,20,low_poverty
15000US290470208013,717,54,166,low_poverty
15000US290470209014,1656,31,4,low_poverty
15000US290470210041,1223,33,245,low_poverty
15000US290470210043,663,52,23,low_poverty
15000US290470211023,654,11,0,low_poverty
15000US290470212081,1402,0,253,low_poverty
15000US290470212083,1371,0,59,low_poverty
15000US290470212084,717,0,16,low_poverty
15000US290470213031,1903,0,343,low_poverty
15000US290470213032,1448,0,0,low_poverty
15000US290470213051,1212,17,15,low_poverty
15000US290470213053,2228,61,99,low_poverty
15000US290470213061,1536,19,0,low_poverty
15000US290470213063,1747,0,25,low_poverty
15000US290470213071,580,0,0,low_poverty
15000US290470213073,1946,191,311,high_poverty
15000US290470214012,2835,47,172,low_poverty
15000US290470216001,1875,22,80,low_poverty
15000US290470216004,1310,25,81,low_poverty
15000US290470217013,1677,29,42,low_poverty
15000US290470217026,1643,193,25,low_poverty
15000US290470218033,2606,0,0,low_poverty
15000US290470218041,1931,0,0,low_poverty
15000US290470218043,2427,0,2,low_poverty
15000US290470218052,1499,0,0,low_poverty
15000US290470218061,739,0,0,low_poverty
15000US290470218062,1627,14,27,low_poverty
15000US290470218063,1537,158,152,high_poverty
15000US290470220001,1480,78,85,high_poverty
15000US290470221002,247,0,78,high_poverty
15000US290470222002,507,6,23,low_poverty
15000US290470223021,385,28,31,high_poverty
15000US290499601002,818,96,74,low_poverty
15000US290499602001,1031,20,6,low_poverty
15000US290499602002,1603,99,0,low_poverty
15000US290499603004,1363,17,0,low_poverty
15000US290499604001,1210,10,116,low_poverty
15000US290499604002,1443,61,110,low_poverty
15000US290510103002,1152,55,37,low_poverty
15000US290510103003,1870,155,423,high_poverty
15000US290510104004,1063,118,276,high_poverty
15000US290510104005,899,0,10,low_poverty
15000US290510105001,836,26,195,high_poverty
15000US290510105002,1042,200,121,high_poverty
15000US290510105004,1395,70,302,high_poverty
15000US290510106004,724,73,189,high_poverty
15000US290510107011,2963,41,206,low_poverty
15000US290510107013,541,3,0,low_poverty
15000US290510107023,1337,0,10,low_poverty
15000US290510108004,2336,0,26,low_poverty
15000US290510109007,600,89,0,low_poverty
15000US290510201981,737,11,32,low_poverty
15000US290510202002,941,62,26,low_poverty
15000US290510207003,413,88,111,high_poverty
15000US290539501001,862,18,84,low_poverty
15000US290539501002,2307,180,233,low_poverty
15000US290539503002,487,26,0,low_poverty
15000US290539504001,706,16,115,high_poverty
15000US290539505002,764,26,169,low_poverty
15000US290539505005,1215,35,178,low_poverty
15000US290554501024,2024,253,302,low_poverty
15000US290554502001,627,54,19,low_poverty
15000US290554503023,1317,202,99,high_poverty
15000US290554504003,926,107,94,low_poverty
15000US290574801001,1226,41,161,low_poverty
15000US290574801003,588,113,114,low_poverty
15000US290574801004,1133,151,151,low_poverty
15000US290574801005,765,32,68,low_poverty
15000US290594803004,420,64,31,low_poverty
15000US290594803005,1329,207,279,low_poverty
15000US290594803006,1228,185,321,low_poverty
15000US290614701001,650,25,36,low_poverty
15000US290614701002,792,17,84,low_poverty
15000US290614701003,1758,154,150,low_poverty
15000US290614702001,850,95,38,low_poverty
15000US290614702002,1437,86,167,low_poverty
15000US290630802002,489,3,53,high_poverty
15000US290630802005,646,21,39,low_poverty
15000US290659601001,531,22,32,low_poverty
15000US290659601003,2538,89,375,low_poverty
15000US290659602001,1995,172,245,low_poverty
15000US290659603002,654,101,91,high_poverty
15000US290679501003,1221,226,185,high_poverty
15000US290679505001,1097,68,78,low_poverty
15000US290679505002,2285,297,367,high_poverty
15000US290679505003,406,71,47,high_poverty
15000US290693601003,861,11,239,high_poverty
15000US290693604003,1365,120,61,low_poverty
15000US290693606002,961,296,177,high_poverty
15000US290693606003,873,87,263,high_poverty
15000US290693606004,1205,77,276,high_poverty
15000US290693607001,1188,85,131,low_poverty
15000US290693608001,1214,184,346,high_poverty
15000US290693610002,729,63,123,high_poverty
15000US290718001001,2294,12,147,low_poverty
15000US290718001002,2749,122,167,low_poverty
15000US290718002011,490,27,0,low_poverty
15000US290718002012,728,17,32,low_poverty
15000US290718002021,1980,21,0,low_poverty
15000US290718003001,2735,0,23,low_poverty
15000US290718004011,901,19,101,low_poverty
15000US290718004022,1329,22,25,low_poverty
15000US290718005001,1180,65,104,low_poverty
15000US290718005002,975,6,120,high_poverty
15000US290718005003,1176,44,171,low_poverty
15000US290718005004,645,2,36,low_poverty
15000US290718005006,1732,52,16,high_poverty
15000US290718006022,606,0,39,low_poverty
15000US290718006023,2993,59,250,high_poverty
15000US290718006024,2016,70,42,low_poverty
15000US290718007013,2897,159,129,low_poverty
15000US290718008001,648,207,14,high_poverty
15000US290718008004,615,0,15,low_poverty
15000US290718009024,1508,313,271,high_poverty
15000US290718010001,861,59,45,high_poverty
15000US290718010003,882,32,20,low_poverty
15000US290718011012,624,99,54,high_poverty
15000US290718011013,1192,118,219,high_poverty
15000US290718011014,950,227,138,high_poverty
15000US290739603002,1323,20,142,low_poverty
15000US290739605002,1025,61,338,high_poverty
15000US290739605004,1133,41,44,low_poverty
15000US290759601001,1003,48,110,low_poverty
15000US290759601003,1315,42,120,low_poverty
15000US290759602001,739,128,90,low_poverty
15000US290770001002,487,185,63,high_poverty
15000US290770002001,637,351,125,high_poverty
15000US290770003002,659,40,31,low_poverty
15000US290770003003,1321,129,209,low_poverty
15000US290770004001,897,118,362,high_poverty
15000US290770006002,794,75,156,high_poverty
15000US290770006003,1002,116,122,high_poverty
15000US290770009001,502,0,85,low_poverty
15000US290770009003,1716,310,138,low_poverty
15000US290770009004,1766,676,402,high_poverty
15000US290770011002,657,16,104,high_poverty
15000US290770012001,738,88,25,low_poverty
15000US290770013022,615,23,230,high_poverty
15000US290770014001,2482,519,442,high_poverty
15000US290770019002,1500,204,345,high_poverty
15000US290770022001,1718,55,221,high_poverty
15000US290770022003,1561,141,270,low_poverty
15000US290770024022,2078,61,96,low_poverty
15000US290770025021,2461,102,207,low_poverty
15000US290770026001,1218,0,44,low_poverty
15000US290770026003,966,0,49,low_poverty
15000US290770029003,2000,13,102,low_poverty
15000US290770030022,2217,290,495,high_poverty
15000US290770031002,1618,108,545,high_poverty
15000US290770036002,917,212,340,high_poverty
15000US290770037002,1872,54,19,low_poverty
15000US290770038003,1290,0,22,low_poverty
15000US290770038004,2917,14,55,low_poverty
15000US290770039001,2128,168,201,low_poverty
15000US290770041012,4162,85,189,low_poverty
15000US290770041021,3047,158,200,low_poverty
15000US290770041031,2599,143,141,low_poverty
15000US290770041032,4646,336,153,low_poverty
15000US290770043022,1350,211,60,high_poverty
15000US290770044004,2101,44,16,low_poverty
15000US290770046001,1879,77,260,low_poverty
15000US290770046003,598,0,16,low_poverty
